No.,NT_Name {properties.title},ID,DCMSList,Strapline,Y {latitude},X {longitude},Lines,Town,County,Country,Postcode,Region,Phone,Email,Website {properties.url},"{$.@id=""https://w3id.org/locolligo/National-Trust-Sites""}"
394,Sidmouth countryside,6091,0,Gentle countryside walks and coastal hikes,50.693485,-3.2076165,Salcombe Hill ,Sidmouth,Devon,England,EX10 0NY,South West,4.41752E+11,southdevon@nationaltrust.org.uk,https://www.nationaltrust.org.uk/sidmouth-countryside,
395,St John's Jerusalem,287,1,Tranquil garden and 13th-century chapel,51.4095,0.24053,Sutton-at-Hone,Dartford,Kent,England,DA4 9HQ,London and South East,4.41733E+11,stjohnsjerusalem@nationaltrust.org.uk,https://www.nationaltrust.org.uk/st-johns-jerusalem,
396,Toys Hill,6075,0,Discover the place that inspired Octavia Hill to found the National Trust,51.248285,0.101976,Brasted Chart,--,Kent,England,TN16 1QG,London and South East,4.41733E+11,--,https://www.nationaltrust.org.uk/toys-hill,
397,Glastonbury Tor,143,0,"Prominent hill overlooking the Isle of Avalon, Glastonbury and Somerset",51.145343,-2.6974365,--,near Glastonbury,Somerset,England,--,South West,4.41279E+11,glastonburytor@nationaltrust.org.uk,https://www.nationaltrust.org.uk/glastonbury-tor,
398,Figsbury Ring,6111,0,"Neolithic and Iron Age site rich in wildlife, offering sweeping views of surrounding countryside",51.103196,-1.732867,Figbsury Ring; A30 near Bracknell Croft,North-east of Salisbury,Wiltshire,England,SP4 6DT,South West,4.41673E+11,wiltshire.countryside@nationaltrust.org.uk,https://www.nationaltrust.org.uk/figsbury-ring,
399,Wichenford Dovecote,369,1,17th-century half-timbered dovecote,52.236801,-2.31302,--,Wichenford,Worcestershire,England,WR6 6XY,Midlands,4.41528E+11,wichenforddovecote@nationaltrust.org.uk,https://www.nationaltrust.org.uk/wichenford-dovecote,
400,"Treasurer's House, York",335,1,Step inside this house of contradictions in the centre of York.,53.962764,-1.080973,Minster Yard,York,North Yorkshire,England,YO1 7JL,Yorkshire and North East,4.41905E+11,treasurershouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/treasurers-house-york,
401,Belmont Tower,6186,1,"This landmark building, formerly Belmont Primary School, has a history dating back to the 1890s",54.59929,-5.865647,82 Belmont Church Road,Belfast,County Antrim,Northern Ireland,BT4 3FG,Northern Ireland,4.42891E+11,belmonttower@nationaltrust.org.uk,https://www.nationaltrust.org.uk/belmont-tower,
402,Heysham Coast,5160,0,Beautiful sandstone headland renowned for its eighth-century chapel and rock hewn graves; a wonderful urban green space,54.046973,-2.902574,Heysham village; near Morecambe,--,Lancashire,England,--,North West,4.41525E+11,morecambebayproperties@nationaltrust.org.uk,https://www.nationaltrust.org.uk/heysham-coast,
403,The Chase,6207,0,Quiet nature reserve with a surprising array of habitats,51.364727,-1.3671876,Station Road; East Woodhay,Woolton Hill,Hampshire,England,RG20 9TN,London and South East,--,thevyne@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-chase,
404,Nostell,241,1,18th-century architectural masterpiece with landscape park and gardens,53.652599,-1.38881,Doncaster Road; Nostell,near Wakefield,West Yorkshire,England,WF4 1QE,Yorkshire and North East,4.41925E+11,nostell@nationaltrust.org.uk,https://www.nationaltrust.org.uk/nostell,
405,Waddesdon,349,1,A Rothschild House and Gardens,51.845406,-0.925868,Waddesdon,near Aylesbury,Buckinghamshire,England,HP18 0JH,London and South East,--,enquiries@waddesdon.org.uk,https://www.nationaltrust.org.uk/waddesdon,
406,Divis and the Black Mountain,2546,0,Divis and the Black Mountain offers a spectacular viewpoint for walkers seeking panoramic views over Belfast and beyond,54.60074,-6.041651,Divis Road; Hannahstown,near Belfast,County Antrim,Northern Ireland,BT17 0NG,Northern Ireland,4.42891E+11,belfast@nationaltrust.org.uk,https://www.nationaltrust.org.uk/divis-and-the-black-mountain,
407,Rufford Old Hall,283,1,"A fine Tudor building, the home for stories of romance, wealth and 500 years of Hesketh family history.",53.63775,-2.81365,200 Liverpool Road; Rufford,near Ormskirk,Lancashire,England,L40 1SG,North West,4.41705E+11,ruffordoldhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/rufford-old-hall,
408,Middle Littleton Tithe Barn,225,1,"13th-century tithe barn, one of the largest and finest in the country",52.1213,-1.88429,Middle Littleton,Evesham,Worcestershire,England,WR11 8LN,Midlands,4.41905E+11,croome@nationaltrust.org.uk,https://www.nationaltrust.org.uk/middle-littleton-tithe-barn,
409,Tintagel Old Post Office,330,1,"One of the Trust's most delightful medieval buildings, enhanced by a cottage garden",50.663371,-4.751645,Fore Street,Tintagel,Cornwall,England,PL34 0DB,South West,4.41841E+11,tintageloldpo@nationaltrust.org.uk,https://www.nationaltrust.org.uk/tintagel-old-post-office,
410,St George's Guildhall,286,1,Rare large medieval guildhall,52.755199,0.39507,29 King Street,King's Lynn,Norfolk,England,PE30 1HA,East of England,--,stgeorgesguildhall@nationaltrust.org.uk,--,
411,Standen House and Garden,311,1,"Arts and Crafts family home with Morris & Co. interiors, set in a beautiful hillside garden",51.103506,-0.01664,West Hoathly Road,East Grinstead,West Sussex,England,RH19 4NE,London and South East,4.41342E+11,standen@nationaltrust.org.uk,https://www.nationaltrust.org.uk/standen-house-and-garden,
412,Avebury,19,1,"Ancient stone circle, museum and manor house in the heart of the Avebury World Heritage Site",51.427502,-1.85611,--,near Marlborough,Wiltshire,England,SN8 1RD,South West,4.41673E+11,avebury@nationaltrust.org.uk,https://www.nationaltrust.org.uk/avebury,
413,The Old Manor,245,1,"A Low, stone-built medieval hall, set in the picturesque countryside of Derbyshire. ",52.978401,-1.81594,Norbury,Ashbourne,Derbyshire,England,DE6 2ED,Midlands,4.41284E+11,oldmanor@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-old-manor,
414,Lydford Gorge,217,0,"The deepest river gorge in the South West, with 30m high waterfall",50.641089,-4.1102412,Lydford,near Tavistock,Devon,England,EX20 4BH,South West,4.41823E+11,lydfordgorge@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lydford-gorge,
415,Brancaster Estate,46,0,Iconic coastline famous for its sandy beaches,52.9669,0.66877,Brancaster Beach; Beach Road,Brancaster,Norfolk,England,PE31 8BW,East of England,4.41264E+11,brancaster@nationaltrust.org.uk,https://www.nationaltrust.org.uk/brancaster-estate,
416,Hatfield Forest,163,9,Ancient royal hunting forest,51.8592,0.2363,Bush End Road; Takeley,Bishop's Stortford,Essex,England,CM22 6NE,East of England,4.4128E+11,hatfieldforest@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hatfield-forest,
417,White Mill,366,1,Corn mill with original wooden machinery in a peaceful riverside setting,50.804501,-2.05923,Sturminster Marshall,near Wimborne Minster,Dorset,England,BH21 4BX,South West,4.41259E+11,whitemill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/white-mill,
418,"West Wycombe Park, Village and Hill",360,1,The elegant Palladian home of the Dashwood family and historic village,51.641701,-0.80065,--,West Wycombe,Buckinghamshire,England,HP14 3AJ,London and South East,--,westwycombe@nationaltrust.org.uk,https://www.nationaltrust.org.uk/west-wycombe-park-village-and-hill,
419,St Agnes Head,6137,0,Walk over a jewel-like carpet of heather and gorse,50.31736,-5.2322227,St Agnes Head; Off Beacon Drive,St Agnes,Cornwall,England,TR5 0NU,South West,4.41873E+11,stagneshead@nationaltrust.org.uk,https://www.nationaltrust.org.uk/st-agnes-head,
420,Lawrence House,199,1,Beautiful Georgian town house,50.638599,-4.36567,9 Castle Street,Launceston,Cornwall,England,PL15 8BA,South West,4.41567E+11,lawrencehouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lawrence-house,
421,Headley Heath,6122,0,"A wonderful mix of open heathland, woodland and chalk downland",51.26353606,-0.28147465,Headley Common Road,Headley Heath,Surrey,England,KT18 6NN,London and South East,4.41307E+11,headleyheath@nationaltrust.org.uk,https://www.nationaltrust.org.uk/headley-heath,
422,Mount's Bay,6102,0,"Look through the opaque cloak of today's apparent wilderness, to see the marks left by the farmers, miners, worshippers and fishermen who worked and walked this coast.",50.11421,-5.4521,Mount's Bay coast; East of St Michael's Mount,--,Cornwall,England,--,South West,4.41737E+11,Kate.Evans1@nationaltrust.org.uk,https://www.nationaltrust.org.uk/mounts-bay,
423,Rayleigh Mount,276,0,"The site of a medieval castle, now a green oasis for wildlife ",51.587898,0.60605,--,Rayleigh,Essex,England,--,East of England,4.41285E+11,rayleighmount@nationaltrust.org.uk,https://www.nationaltrust.org.uk/rayleigh-mount,
424,Ardress House,11,1,17th-century house with elegant 18th-century decoration and a traditional farmyard,54.442902,-6.59239,64 Ardress Road; Annaghmore,Portadown,County Armagh,Northern Ireland,BT62 1SQ,Northern Ireland,4.42888E+11,ardress@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ardress-house,
425,Ham House and Garden,159,1,A unique 17th-century treasure trove ,51.443199,-0.31505,Ham Street; Ham,Richmond,Surrey,England,TW10 7RS,London and South East,4.42089E+11,hamhouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ham-house-and-garden,
426,Ightham Mote,183,1,Outstanding 14th-century moated manor house,51.258598,0.27088,Mote Road; Ivy Hatch,Sevenoaks,Kent,England,TN15 0NT,London and South East,4.41733E+11,ighthammote@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ightham-mote,
427,Selborne Common,6157,0,Discover the magnificent beech woods and flower-filled meadows that inspired Gilbert White,51.096107,-0.951764,--,Selborne,Hampshire,England,GU34 3JR ,London and South East,4.41429E+11, selborneandludshott@nationaltrust.org.uk,https://www.nationaltrust.org.uk/selborne-common,
428,Wheal Coates,6249,1,Dramatic ruins on cliffs carpeted with heather and gorse.,50.306226,-5.2315736,Wheal Coates; Beacon Drive,St Agnes,Cornwall,England,TR5 0NT,South West,4.41873E+11,whealcoates@nationaltrust.org.uk,https://www.nationaltrust.org.uk/wheal-coates,
429,Ambleside,5231,0,Family fun and adventure in the heart of the English Lake District,54.417745,-2.956934,--,near Windermere,Cumbria,England,--,North West,4.41539E+11,windermere@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ambleside,
430,Ramsey Abbey Gatehouse,275,1,Remains of a former Benedictine abbey,52.448502,-0.0997,Abbey School; Ramsey,Huntingdon,Cambridgeshire,England,PE26 1DH,East of England,4.41285E+11,ramseyabbey@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ramsey-abbey-gatehouse,
431,The Argory,13,1,Atmospheric Irish gentry house and wooded riverside estate,54.464401,-6.66035,144 Derrycaw Road; Moy,Dungannon,County Armagh,Northern Ireland,BT71 6NA,Northern Ireland,4.42888E+11,argory@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-argory,
432,Sand Point,6238,0,"A natural pier into the Bristol Channel, north of Weston-super-Mare and Brean Down. Perfect for picnics; views across Sand Bay.",51.388837,-2.963809,near Kewstoke,Weston-super-Mare,Somerset,England,--,South West,4.41279E+11,somerset.countryside@nationaltrust.org.uk,https://www.nationaltrust.org.uk/sand-point,
433,Ringstead Bay,5062,0,"Unspoilt beach, farmland and cliffs on the Jurassic Coast",50.630861,-2.35342,Ringstead,near Weymouth,Dorset,England,DT2 8NQ,South West,4.41297E+11,westdorset@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ringstead-bay,
434,Dunham Massey,112,1,"A garden for all seasons, an ancient deer park and a house filled with treasures and stories.",53.3832,-2.4045,--,Altrincham,Greater Manchester,England,WA14 4SJ,North West,4.41619E+11,dunhammassey@nationaltrust.org.uk,https://www.nationaltrust.org.uk/dunham-massey,
435,Portstewart Strand,559,0,Miles of golden sand,55.172117,-6.724648,118 Strand Road,Portstewart,County Londonderry,Northern Ireland,BT55 7PG,Northern Ireland,4.42871E+11,portstewart@nationaltrust.org.uk,https://www.nationaltrust.org.uk/portstewart-strand,
436,Basildon Park,23,1,An estate saved from almost certain demolition and lovingly revived ,51.4995,-1.11858,Lower Basildon,Reading,Berkshire,England,RG8 9NR,London and South East,4.41492E+11,basildonpark@nationaltrust.org.uk,https://www.nationaltrust.org.uk/basildon-park,
437,Antony,10,1,"18th-Century house set within a magnificent landscape garden, still home to the Carew Pole family",50.3848,-4.22563,--,Torpoint,Cornwall,England,PL11 2QA,South West,4.41753E+11,antony@nationaltrust.org.uk,https://www.nationaltrust.org.uk/antony,
438,The Crown Bar,102,1,The most famous pub in Belfast,54.5947,-5.9342,46 Great Victoria Street,Belfast,County Antrim,Northern Ireland,BT2 7BA,Northern Ireland,4.4289E+11,--,https://www.nationaltrust.org.uk/the-crown-bar,
439,Win Green,6113,0,Prominent landmark with fine views,50.985132,-2.108106,Win Green; Donhead Hollow,Near Ludwell,Wiltshire,England,--,South West,4.41297E+11,Westdorset@nationaltrust.org.uk,https://www.nationaltrust.org.uk/win-green,
440,St Ives to Pendeen,6105,0,"The 14-mile stretch of coast that runs westwards from the holiday resort of St Ives to the mining village of Pendeen, can lay proud claim to being the most startlingly beautiful in south-west England.",50.191615,-5.569793,North coast,Land's End Peninsula,Cornwall,England,--,South West,4.41737E+11,shaun.boyns@nationalturst.org.uk,https://www.nationaltrust.org.uk/st-ives-to-pendeen,
441,Trerice,338,1,Elizabethan manor house with fine interiors and delightful garden,50.384998,-5.03814,Kestle Mill,near Newquay,Cornwall,England,TR8 4PG,South West,4.41638E+11,trerice@nationaltrust.org.uk,https://www.nationaltrust.org.uk/trerice,
442,Harewoods,6121,0,"Hidden woodlands, lush green meadows, tranquil ponds and an ancient common",51.20469344,-0.09928361,Outwood Lane; Outwood,Redhill,Surrey,England,RH1 5PW,London and South East,4.41343E+11,harewoods@nationaltrust.org.uk,https://www.nationaltrust.org.uk/harewoods,
443,Claremont Landscape Garden,80,1,This grade 1 listed garden created by the great landscape designers of the 18th century charts the evolution of the English Landscape Garden ,51.355785,-0.381433,Portsmouth Road,Esher,Surrey,England,KT10 9JG,London and South East,4.41372E+11,claremont@nationaltrust.org.uk,https://www.nationaltrust.org.uk/claremont-landscape-garden,
444,Clumber Park,83,1,Freedom to discover,53.2691,-1.06568,--,Worksop,Nottinghamshire,England,S80 3AZ,Midlands,4.41909E+11,clumberpark@nationaltrust.org.uk,https://www.nationaltrust.org.uk/clumber-park,
445,Woolbeding Gardens,5389,1,"Nestled in a quiet corner of West Sussex lies a true horticultural haven bursting with colourful planting, sensational views and a whole host of surprises. ",50.9973848,-0.7579017,--,Midhurst,West Sussex,England,GU29 9RR,London and South East,4.43442E+11,woolbedinggardens@nationaltrust.org.uk,https://www.nationaltrust.org.uk/woolbeding-gardens,
446,"Priest's House, Muchelney",268,1,Late medieval hall-house in a picturesque village,51.0214,-2.80763,Muchelney,Langport,Somerset,England,TA10 0DQ,South West,4.41458E+11,priestshouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/priests-house-muchelney,
447,Stowe,318,1,Gardening on the grandest scale in this Georgian landscape garden and park,52.022154,-1.00785,--,Buckingham,Buckinghamshire,England,MK18 5EQ,London and South East,4.41281E+11,stowe@nationaltrust.org.uk,https://www.nationaltrust.org.uk/stowe,
448,Bourne Mill,39,1,"Picturesque watermill with working waterwheel, set in the Essex countryside. ",51.875999,0.91378,Bourne Road,Colchester,Essex,England,CO2 8RT,East of England,4.41207E+11,bournemill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/bourne-mill,
449,Penshaw Monument,6130,1,Stunning views from this 70-foot high monument,54.883243,-1.48092,Chester Road,Penshaw,Tyne & Wear,England,DH4 7NJ,Yorkshire and North East,4.41914E+11,penshaw.monument@nationaltrust.org.uk,https://www.nationaltrust.org.uk/penshaw-monument,
450,Borthwood Copse,5063,0,Paths wind through ancient oak woodland with sunny glades,50.656034,-1.1999137,--,near Winford,Isle of Wight,England,PO36 0LD,London and South East,4.41984E+11,isleofwight@nationaltrust.org.uk,https://www.nationaltrust.org.uk/borthwood-copse,
451,Brimham Rocks,52,0,Explore dramatic moorland rock formations,54.081699,-1.67613,Brimham Moor Road; Summerbridge,Harrogate,North Yorkshire,England,HG3 4DW,Yorkshire and North East,4.41424E+11,brimhamrocks@nationaltrust.org.uk,https://www.nationaltrust.org.uk/brimham-rocks,
452,Hawksmoor,6104,0,Discover Staffordshire's secret woodlands,52.995079,-1.943121,Oakamoor Road,Cheadle,Staffordshire,England,ST10 3AW,Midlands,4.4189E+11,hawksmoor@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hawksmoor,
453,Cwmmau Farmhouse,2367,1,Superb early 17th-century 'black and white' farmhouse with stone-tiled roof and vernacular buildings,52.153999,-3.05911,Brilley,Whitney-on-Wye,Herefordshire,England,HR3 6JP,Midlands,4.41569E+11,cwmmaufarmhouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/cwmmau-farmhouse,
454,Bath Skyline,5055,0,Wide open space overlooking the World Heritage City of Bath,51.3808819,-2.345693,--,South East of the city of Bath,Bath and NE Somerset,England,--,South West,4.41226E+11,bathskyline@nationaltrust.org.uk,https://www.nationaltrust.org.uk/bath-skyline,
455,Frensham Little Pond,6124,0,Medieval bishops' fish pond in tranquil wildlife haven amidst precious heathland,51.16990143,-0.77272665,Priory Lane,Frensham,Surrey,England,GU10 3BT,London and South East,4.41429E+11,frensham@nationaltrust.org.uk,https://www.nationaltrust.org.uk/frensham-little-pond,
456,Ysbyty Ifan,6012,0,"An agricultural estate, rich in wildlife and history",53.023045,-3.726415,Dinas,Betws y Coed,Conwy,Wales,LL24 0HF,Wales,4.41691E+11,eryri@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ysbyty-ifan,
457,Fontmell and Melbury Downs,5292,0,Open expanses of flowery downland and far-reaching views,50.967604,-2.163719,--,Near Shaftesbury,Dorset,England,--,South West,4.41297E+11,westdorset@nationaltrust.org.uk,https://www.nationaltrust.org.uk/fontmell-and-melbury-downs,
458,Fowey Estuary,5322,0,"Spectacular walks, secluded beaches and exceptional views",50.328865,-4.642749,Fowey Estuary,Fowey,Cornwall,England,PL23,South West,4.41727E+11,southeastcornwall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/fowey-estuary,
459,Poldhu Cove,6155,0,"A sandy sheltered beach on the west coast of the Lizard. A favourite amongst locals and visitors, surfers and wildlife watchers.",50.015599,-5.256492,Poldhu Cove; Mullion,near Helston,Cornwall,England,TR12 7JB,South West,4.41326E+11,poldhucove@nationaltrust.org.uk,https://www.nationaltrust.org.uk/poldhu-cove,
460,Box Hill,44,0,So much to explore,51.248901,-0.3101,The Old Fort; Box Hill Road,Tadworth,Surrey,England,KT20 7LB,London and South East,4.41307E+11,boxhill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/box-hill,
461,Rhosili and South Gower Coast,5131,0,Beautiful and breathtaking views on the Gower peninsula,51.568525,-4.286882,--,Rhosili,Swansea,--,SA3 1PR,Wales,4.41792E+11,gower.admin@nationaltrust.org.uk,https://www.nationaltrust.org.uk/rhosili-and-south-gower-coast,
462,East Head,6058,0,"Shifting sand dunes, salt marsh and flowing tides ",50.78114,-0.903841,Coast Guard Lane,Chichester,West Sussex,England,PO20 8AJ,London and South East,4.41244E+11,southdownscentral@nationaltrust.org.uk,https://www.nationaltrust.org.uk/east-head,
463,Kingston Lacy,191,1,A lavish family home re-imagined as a Venetian Palace in the rural Dorset countryside.,50.810398,-2.0306,--,Wimborne Minster,Dorset,England,BH21 4EA,South West,4.41203E+11,kingstonlacy@nationaltrust.org.uk,https://www.nationaltrust.org.uk/kingston-lacy,
464,Kedleston Hall,185,1,"18th-century mansion with Adam interiors, colonial history and vast parkland",52.9585,-1.53348,near Quarndon,Derby,Derbyshire,England,DE22 5JH,Midlands,4.41333E+11,kedlestonhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/kedleston-hall,
465,Formby,135,0,"Glorious beach with dramatic sand dunes, surrounded by sweeping coastal pinewoods.",53.563,-3.09217,Victoria Road,near Formby,Liverpool,England,L37 1LJ,North West,4.41705E+11,formby@nationaltrust.org.uk,https://www.nationaltrust.org.uk/formby,
466,Calstone and Cherhill Downs,6103,0,"Cherhill Down, with a chalk white horse, Iron Age hillfort and obelisk has breath-taking views over the wildlife haven of Calstone coombes.",51.42359,-1.935232,South of Cherhill village; Near Calne,--,Wiltshire,England,--,South West,4.41673E+11,wiltshire.countryside@nationaltrust.org.uk,https://www.nationaltrust.org.uk/calstone-and-cherhill-downs,
467,Sennen to Penberth,6101,0,"The south coast of Penwith vividly expresses the changes in man's use of the land over time. From towering cliffs keeping watch over the western approaches, to gentle, lush valley slopes, and sun kissed beaches â€“ all is here.",50.047585,-5.630339,South coast; Land's End Peninsula,--,Cornwall,England,--,South West,4.41737E+11,simon.hocking@nationaltrust.org.uk,https://www.nationaltrust.org.uk/sennen-to-penberth,
468,Farne Islands,126,0,"Rocky islands, habitat for seals and many species of seabird",55.616001,-1.6538,Near Seahouses,--,Northumberland,England,--,Yorkshire and North East,4.41289E+11,farneislands@nationaltrust.org.uk,https://www.nationaltrust.org.uk/farne-islands,
469,Hatchlands Park,162,0,Stretches of sweeping parkland sheltering a classic country house,51.253544,-0.4776021,East Clandon,Guildford,Surrey,England,GU4 7RT,London and South East,4.41483E+11,hatchlands@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hatchlands-park,
470,Westbury Court Garden,363,1,Dutch water garden - a rare and beautiful survival,51.822172,-2.410684,--,Westbury-on-Severn,Gloucestershire,England,GL14 1PD,South West,4.41453E+11,westburycourt@nationaltrust.org.uk,https://www.nationaltrust.org.uk/westbury-court-garden,
471,Giant's Causeway,141,0,In the footsteps of giants...,55.240807,-6.511572,44 Causeway Road,Bushmills,County Antrim,Northern Ireland,BT57 8SU,Northern Ireland,4.42821E+11,giantscauseway@nationaltrust.org.uk,https://www.nationaltrust.org.uk/giants-causeway,
472,Carding Mill Valley and the Long Mynd,63,0,"Take a walk across the wildlife-rich heathland and enjoy the views across the Shropshire Hills, or simply play in the stream in the valley.",52.5448,-2.82018,Church Stretton,--,Shropshire,England,--,Midlands,4.41695E+11,cardingmill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/carding-mill-valley-and-the-long-mynd,
473,Exmouth,6090,0,"The western gateway to the Jurassic Coast, a World Heritage Site",50.609062,-3.383188,Orcombe Point; Queen's Drive,Exmouth,Devon,England,EX8 2AY,South West,4.41235E+11,exmouth@nationaltrust.org.uk,https://www.nationaltrust.org.uk/exmouth,
474,Castle Ward,70,1,"Unique 18th-century mansion, famed for its mixture of architectural styles",54.368301,-5.58034,Strangford,Downpatrick,County Down,Northern Ireland,BT30 7BA,Northern Ireland,4.42845E+11,castleward@nationaltrust.org.uk,https://www.nationaltrust.org.uk/castle-ward,
475,Woolsthorpe Manor,381,1,Isaac Newton changed the world here,52.807598,-0.62633,Water Lane; Woolsthorpe by Colsterworth,near Grantham,Lincolnshire,England,NG33 5PD,Midlands,4.41477E+11,woolsthorpemanor@nationaltrust.org.uk,https://www.nationaltrust.org.uk/woolsthorpe-manor,
476,Bembridge Fort and Downs,4517,1,An unrestored Victorian fort set on dramatic chalk cliffs and open downland with coastal views,50.671156,-1.11801,Bembridge Down,near Bembridge,Isle of Wight,England,PO36 8QY,London and South East,4.41984E+11,bembridgefort@nationaltrust.org.uk,https://www.nationaltrust.org.uk/bembridge-fort-and-downs,
477,Pentire,900010,0,An exceptionally beautiful headland with far reaching views and managed for wildlife.,50.581,-4.905,Pentire,near Wadebridge,Cornwall,--,PL27 6QY,South West,4.41209E+11,pentire@nationaltrust.org.uk,https://www.nationaltrust.org.uk/pentire,
478,Lambert's and Coney's Castle,5103,0,Walk in the footsteps of previous generations along these ancient hill forts,50.78438,-2.902129,Nr Marshwood,Bridport,Dorset,England,--,South West,4.41297E+11,westdorset@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lamberts-and-coneys-castle,
479,Bolberry Down,2778,0,An easily accessible and wild stretch of coastline,50.223454,-3.827255,--,near Salcombe,Devon,England,TQ7 3DY,South West,4.41752E+11,bolberrydown@nationaltrust.org.uk,https://www.nationaltrust.org.uk/bolberry-down,
480,Brecon Beacons,5067,0,"Featuring the iconic skyline of Pen y Fan, Corn Du and Cribyn",51.869149,-3.473123,Pont ar Daf car park (access to Pen y Fan); Near Storey Arms,Libanus,Powys,Wales,LD3 8NL,Wales,4.41875E+11,brecon@nationaltrust.org.uk,https://www.nationaltrust.org.uk/brecon-beacons,
481,Harting Down,6059,0,"Dramatic hill-top views and secluded valleys, with abundant wild flowers",50.9565598,-0.875635,Woolbeding Estate Office; Linch Road,Woolbeding,West Sussex,England,--,London and South East,4.41731E+11,southdownswest@nationaltrust.org.uk,https://www.nationaltrust.org.uk/harting-down,
482,The White Cliffs of Dover,367,0,Magnificent coastal site overlooking the English Channel,51.132205,1.339026,Langdon Cliffs; Upper Road,Dover,Kent,England,CT16 1HJ,London and South East,4.41304E+11,whitecliffs@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-white-cliffs-of-dover,
483,"Treasurer's House, Martock",334,1,Small medieval house,50.965801,-2.76586,--,Martock,Somerset,England,TA12 6JL,South West,4.41936E+11,treasurersmartock@nationaltrust.org.uk,https://www.nationaltrust.org.uk/treasurers-house-martock,
484,White Park Bay,5048,0,Beautiful stretch of golden sand on the North Antrim coast,55.230638,-6.4028506,--,--,County Antrim,Northern Ireland,--,Northern Ireland,4.42871E+11,northcoast@nationaltrust.org.uk,https://www.nationaltrust.org.uk/white-park-bay,
485,George Inn,139,1,Last remaining galleried inn in London,51.503799,-0.08904,The George Inn Yard; 77 Borough High Street,Southwark,London,England,SE1 1NH,London and South East,4.42074E+11,georgeinn@nationaltrust.org.uk,https://www.nationaltrust.org.uk/george-inn,
486,Boscastle,43,0,A sheltered natural inlet with an unspoilt harbour village,50.690974,-4.695761,--,--,Cornwall,England,PL35 0HD,South West,--,boscastle@nationaltrust.org.uk,https://www.nationaltrust.org.uk/boscastle,
487,Roseland,6133,0,"Discover secluded bays, magical creeks - a quieter pace of life",50.185857,-4.9680841,Parc Caragloose ranger base; Veryan,Truro,Cornwall,England,TR2 5PH,South West,4.41873E+11,roseland@nationaltrust.org.uk,https://www.nationaltrust.org.uk/roseland,
488,The Mournes,5037,0,The most famous of the mountains in the country,54.171137,-6.083736,The Mountains of Mourne,near Newcastle,County Down,Northern Ireland,--,Northern Ireland,4.42844E+11,mournes@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-mournes,
489,East Soar,6231,0,"A coastline of dramatic cliffs, open farmland and hidden sandy coves",50.2208852,-3.8274018,East Soar car park,near Malborough,Devon,England,TQ7 3DR,South West,4.41752E+11,eastsoar@nationaltrust.org.uk,https://www.nationaltrust.org.uk/east-soar,
490,"Beningbrough Hall, Gallery and Gardens",29,1,A place of reinvention; evolving gardens and changing art exhibitions. ,54.022099,-1.21315,Beningbrough,York,North Yorkshire,England,YO30 1DD,Yorkshire and North East,4.41904E+11,beningbrough@nationaltrust.org.uk,https://www.nationaltrust.org.uk/beningbrough-hall-gallery-and-gardens,
491,Greys Court,154,1,"A family home, delightful gardens and an idyllic setting",51.5452,-0.95151,Rotherfield Greys,Henley-on-Thames,Oxfordshire,England,RG9 4PG,London and South East,4.41492E+11,greyscourt@nationaltrust.org.uk,https://www.nationaltrust.org.uk/greys-court,
492,Clandon Park,79,1,Follow our progress on one of the UK's biggest heritage projects as we remake a remarkable ruin,51.253399,-0.50805,West Clandon,Guildford,Surrey,England,GU4 7RQ,London and South East,4.41483E+11,clandonpark@nationaltrust.org.uk,https://www.nationaltrust.org.uk/clandon-park,
493,Shalford Mill,293,1,18th-century watermill with well-preserved machinery,51.2192,-0.56645,Shalford,near Guildford,Surrey,England,GU4 8BS,London and South East,4.41484E+11,shalfordmill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/shalford-mill,
